"","Run","Assay.Type","AvgSpotLen","Bases","BioProject","BioSample","Bytes","Center.Name","Consent","DATASTORE.filetype","DATASTORE.provider","DATASTORE.region","Experiment","genome_build","GEO_Accession..exp.","Instrument","library_strategy","LibraryLayout","LibrarySelection","LibrarySource","Organism","Platform","ReleaseDate","Sample.Name","source_name","SRA.Study","sex","Biomaterial_provider"
"157","SRR8370799","OTHER",291,298366783,"PRJNA511892","SAMN10645087",154314973,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180990","mm10","GSM3531308","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531308","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"158","SRR8370800","OTHER",291,270650802,"PRJNA511892","SAMN10645086",140233262,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180991","mm10","GSM3531309","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531309","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"159","SRR8370801","OTHER",284,211397192,"PRJNA511892","SAMN10645085",108893915,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180992","mm10","GSM3531310","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531310","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"160","SRR8370802","OTHER",292,409488310,"PRJNA511892","SAMN10645084",211017737,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180993","mm10","GSM3531311","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531311","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"161","SRR8370803","OTHER",287,539175711,"PRJNA511892","SAMN10645083",276769830,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181058","mm10","GSM3531312","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531312","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"162","SRR8370804","OTHER",285,103795049,"PRJNA511892","SAMN10645082",54561792,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181059","mm10","GSM3531313","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531313","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"163","SRR8370805","OTHER",290,171977169,"PRJNA511892","SAMN10645081",90714745,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181060","mm10","GSM3531314","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531314","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"164","SRR8370806","OTHER",276,145663514,"PRJNA511892","SAMN10645080",76331101,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181061","mm10","GSM3531315","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531315","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"166","SRR8370808","OTHER",282,299546479,"PRJNA511892","SAMN10645078",155429396,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181063","mm10","GSM3531317","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531317","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"167","SRR8370809","OTHER",295,215802933,"PRJNA511892","SAMN10645077",111263260,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181064","mm10","GSM3531318","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531318","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"171","SRR8370813","OTHER",294,280874312,"PRJNA511892","SAMN10645073",145422876,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181130","mm10","GSM3531322","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531322","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"172","SRR8370814","OTHER",294,412850823,"PRJNA511892","SAMN10645072",215039333,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181131","mm10","GSM3531323","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531323","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"173","SRR8370815","OTHER",289,271889288,"PRJNA511892","SAMN10645071",140623246,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181132","mm10","GSM3531324","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531324","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"174","SRR8370816","OTHER",291,57489617,"PRJNA511892","SAMN10645070",30048558,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181133","mm10","GSM3531325","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531325","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"175","SRR8370817","OTHER",289,114022530,"PRJNA511892","SAMN10645069",59719204,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181134","mm10","GSM3531326","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531326","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"176","SRR8370818","OTHER",282,102082221,"PRJNA511892","SAMN10645068",53846334,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181135","mm10","GSM3531327","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531327","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"177","SRR8370819","OTHER",277,123069138,"PRJNA511892","SAMN10645067",64268104,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181192","mm10","GSM3531328","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531328","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"178","SRR8370820","OTHER",272,99523229,"PRJNA511892","SAMN10645098",51972140,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181193","mm10","GSM3531329","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531329","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"179","SRR8370821","OTHER",290,327976212,"PRJNA511892","SAMN10645097",170564527,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181194","mm10","GSM3531330","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531330","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"180","SRR8370822","OTHER",286,204517182,"PRJNA511892","SAMN10645096",107221451,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181195","mm10","GSM3531331","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531331","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"181","SRR8370823","OTHER",277,231397445,"PRJNA511892","SAMN10645095",120307054,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181196","mm10","GSM3531332","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531332","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"182","SRR8370824","OTHER",294,55910036,"PRJNA511892","SAMN10645094",29120998,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181197","mm10","GSM3531333","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531333","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"183","SRR8370825","OTHER",278,342163788,"PRJNA511892","SAMN10645093",175676932,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181198","mm10","GSM3531334","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531334","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"184","SRR8370826","OTHER",281,397077809,"PRJNA511892","SAMN10645092",203717729,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181199","mm10","GSM3531335","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531335","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"185","SRR8370827","OTHER",289,162352890,"PRJNA511892","SAMN10645091",83946940,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181256","mm10","GSM3531336","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531336","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"186","SRR8370828","OTHER",291,326303995,"PRJNA511892","SAMN10645145",169869122,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181257","mm10","GSM3531337","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531337","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"189","SRR8370831","OTHER",285,149957461,"PRJNA511892","SAMN10645142",77717788,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181260","mm10","GSM3531340","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531340","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"190","SRR8370832","OTHER",290,336882650,"PRJNA511892","SAMN10645141",175217220,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181261","mm10","GSM3531341","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531341","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"192","SRR8370834","OTHER",289,285382320,"PRJNA511892","SAMN10645139",147627342,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181263","mm10","GSM3531343","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531343","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"193","SRR8370835","OTHER",291,225878257,"PRJNA511892","SAMN10645138",117327859,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181320","mm10","GSM3531344","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531344","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"194","SRR8370836","OTHER",292,398378410,"PRJNA511892","SAMN10645137",207760996,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181321","mm10","GSM3531345","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531345","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"195","SRR8370837","OTHER",289,439207571,"PRJNA511892","SAMN10645136",227167361,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181322","mm10","GSM3531346","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531346","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"196","SRR8370838","OTHER",290,140651248,"PRJNA511892","SAMN10645135",72880123,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181323","mm10","GSM3531347","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531347","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"197","SRR8370839","OTHER",290,436576988,"PRJNA511892","SAMN10645134",225466911,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181324","mm10","GSM3531348","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531348","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"198","SRR8370840","OTHER",279,125422481,"PRJNA511892","SAMN10645133",64927676,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181325","mm10","GSM3531349","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531349","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"199","SRR8370841","OTHER",294,379946616,"PRJNA511892","SAMN10645132",198756115,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181326","mm10","GSM3531350","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531350","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"201","SRR8370843","OTHER",292,536596003,"PRJNA511892","SAMN10645130",278065652,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180778","mm10","GSM3531352","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531352","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"202","SRR8370844","OTHER",295,410307718,"PRJNA511892","SAMN10645129",211827055,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180779","mm10","GSM3531353","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531353","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"203","SRR8370845","OTHER",293,250735001,"PRJNA511892","SAMN10645128",130789519,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180780","mm10","GSM3531354","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531354","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"204","SRR8370846","OTHER",292,423744645,"PRJNA511892","SAMN10645127",218860349,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180781","mm10","GSM3531355","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531355","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"205","SRR8370847","OTHER",289,230428153,"PRJNA511892","SAMN10645126",121666259,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180782","mm10","GSM3531356","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531356","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"206","SRR8370848","OTHER",287,500959088,"PRJNA511892","SAMN10645125",261963316,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180783","mm10","GSM3531357","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531357","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"207","SRR8370849","OTHER",293,238336769,"PRJNA511892","SAMN10645150",123491068,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180784","mm10","GSM3531358","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531358","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"208","SRR8370850","OTHER",294,391527007,"PRJNA511892","SAMN10645149",204380936,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180785","mm10","GSM3531359","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531359","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"209","SRR8370851","OTHER",292,487240912,"PRJNA511892","SAMN10645148",251270111,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180850","mm10","GSM3531360","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531360","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"210","SRR8370852","OTHER",287,237236182,"PRJNA511892","SAMN10645147",122874290,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180851","mm10","GSM3531361","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531361","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"211","SRR8370853","OTHER",296,485049794,"PRJNA511892","SAMN10645146",250857932,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180852","mm10","GSM3531362","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531362","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"212","SRR8370854","OTHER",295,440568883,"PRJNA511892","SAMN10645209",229945230,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180853","mm10","GSM3531363","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531363","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"213","SRR8370855","OTHER",287,245774533,"PRJNA511892","SAMN10645208",128311861,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180854","mm10","GSM3531364","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531364","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"214","SRR8370856","OTHER",288,345171731,"PRJNA511892","SAMN10645207",177732858,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180855","mm10","GSM3531365","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531365","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"216","SRR8370858","OTHER",277,361229228,"PRJNA511892","SAMN10645205",186149638,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180857","mm10","GSM3531367","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531367","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"217","SRR8370859","OTHER",289,104797398,"PRJNA511892","SAMN10645204",55164299,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180922","mm10","GSM3531368","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531368","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"218","SRR8370860","OTHER",289,111780244,"PRJNA511892","SAMN10645203",59124350,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180923","mm10","GSM3531369","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531369","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"219","SRR8370861","OTHER",275,81760781,"PRJNA511892","SAMN10645202",42997796,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180924","mm10","GSM3531370","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531370","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"220","SRR8370862","OTHER",281,99632766,"PRJNA511892","SAMN10645201",52397927,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180925","mm10","GSM3531371","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531371","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"221","SRR8370863","OTHER",261,296340440,"PRJNA511892","SAMN10645200",155406637,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180926","mm10","GSM3531372","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531372","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"222","SRR8370864","OTHER",234,281585398,"PRJNA511892","SAMN10645199",146651760,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180927","mm10","GSM3531373","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531373","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"223","SRR8370865","OTHER",292,343306402,"PRJNA511892","SAMN10645198",178008409,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180928","mm10","GSM3531374","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531374","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"224","SRR8370866","OTHER",287,205331516,"PRJNA511892","SAMN10645197",107313466,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180929","mm10","GSM3531375","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531375","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"225","SRR8370867","OTHER",286,311489431,"PRJNA511892","SAMN10645196",161345432,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180994","mm10","GSM3531376","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531376","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"226","SRR8370868","OTHER",294,168404291,"PRJNA511892","SAMN10645195",87589232,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180995","mm10","GSM3531377","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531377","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"227","SRR8370869","OTHER",289,290381485,"PRJNA511892","SAMN10645194",150352300,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180996","mm10","GSM3531378","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531378","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
